6.50747	3.21859	7.23807	0	-0.258819	0.965926	
6.50747	3.21859	7.23807	-0.766044	-0.166366	0.620885	
5.11203	4.91751	8.93699	0.422618	0.640856	0.640856	
3.48533	6.98331	9.17168	0.183013	0.553603	-0.812422	
3.48533	6.98331	9.17168	0.183013	0.553603	-0.812422	
3.48533	6.98331	9.17168	0.659314	0.738871	-0.139193	
3.5986	8.8745	9.56251	-0.75199	0.562273	-0.344035	
3.5986	8.8745	9.56251	-0.75199	0.562273	-0.344035	
3.5986	8.8745	9.56251	0.519934	0.464965	-0.716573	
3.5986	8.8745	9.56251	0.519934	0.464965	-0.716573	
3.3129	8.83804	9.86833	-0.52133	0.631907	-0.573506	
3.3129	8.83804	9.86833	-0.52133	0.631907	-0.573506	
3.3129	8.83804	9.86833	0.777334	0.551124	-0.303338	
3.3129	8.83804	9.86833	0.777334	0.551124	-0.303338	
2.74031	8.10548	9.51245	0.215827	0.865236	-0.452533	
2.74031	8.10548	9.51245	0.215827	0.865236	-0.452533	
2.74031	8.10548	9.51245	0.408414	0.448984	0.79474	
2.74031	8.10548	9.51245	0.408414	0.448984	0.79474	
3.36687	7.36002	9.16692	-0.750333	0.295698	0.591239	
3.36687	7.36002	9.16692	-0.750333	0.295698	0.591239	
3.36687	7.36002	9.16692	-0.984317	0.025207	-0.174601	
3.91473	6.49856	9.38581	0.512047	0.729434	-0.453578	
3.91473	6.49856	9.38581	0.512047	0.729434	-0.453578	
3.91473	6.49856	9.38581	0.728144	0.588536	0.351328	
3.84017	7.03604	9.57378	-0.524178	0.787243	-0.324785	
3.84017	7.03604	9.57378	-0.524178	0.787243	-0.324785	
3.84017	7.03604	9.57378	0.782448	0.546174	-0.299114	
3.84017	7.03604	9.57378	0.782448	0.546174	-0.299114	
3.73475	7.55955	10.1077	-0.221095	0.87526	-0.430159	
3.73475	7.55955	10.1077	-0.221095	0.87526	-0.430159	
3.73475	7.55955	10.1077	0.880177	0.441557	0.174114	
3.73475	7.55955	10.1077	0.880177	0.441557	0.174114	
3.16984	7.67819	9.89939	0.440545	0.89764	-0.0127763	
3.16984	7.67819	9.89939	0.440545	0.89764	-0.0127763	
3.16984	7.67819	9.89939	0.132746	0.0792301	0.987978	
3.16984	7.67819	9.89939	0.132746	0.0792301	0.987978	
3.82524	6.94768	9.50357	-0.883479	0.245821	0.398794	
3.82524	6.94768	9.50357	-0.883479	0.245821	0.398794	
3.82524	6.94768	9.50357	-0.848786	0.285891	-0.444779	
3.70212	7.06084	10.3351	0.635646	0.33968	0.693233	
3.70212	7.06084	10.3351	0.635646	0.33968	0.693233	
3.70212	7.06084	10.3351	0.13297	-0.290426	0.947614	
2.58151	8.04975	12.6397	-0.095988	0.957323	0.272614	
2.58151	8.04975	12.6397	-0.095988	0.957323	0.272614	
2.58151	8.04975	12.6397	0.684996	-0.0165374	0.728359	
2.58151	8.04975	12.6397	0.684996	-0.0165374	0.728359	
1.98306	8.19458	12.8849	0.166864	0.872962	0.45836	
1.98306	8.19458	12.8849	0.166864	0.872962	0.45836	
1.98306	8.19458	12.8849	0.372764	-0.381411	0.845915	
1.98306	8.19458	12.8849	0.372764	-0.381411	0.845915	
1.85245	9.05089	12.2672	0.233947	0.257781	0.937453	
1.85245	9.05089	12.2672	0.233947	0.257781	0.937453	
1.85245	9.05089	12.2672	-0.70907	-0.542193	0.450828	
1.85245	9.05089	12.2672	-0.70907	-0.542193	0.450828	
3.10264	7.98193	11.6018	-0.862885	0.494204	-0.105792	
3.10264	7.98193	11.6018	-0.862885	0.494204	-0.105792	
3.10264	7.98193	11.6018	-0.173061	0.927639	-0.330961	
4.14059	5.86471	9.3636	-0.830915	-0.0914175	-0.548837	
5.74433	4.61458	8.41696	0.339435	0.397836	0.852356	
4.87689	7.52362	8.43494	0.632772	0.501559	-0.589947	
4.87689	7.52362	8.43494	0.632772	0.501559	-0.589947	
4.87689	7.52362	8.43494	0.862561	0.4546	0.222097	
5.28894	8.84028	8.99926	-0.35365	0.819723	-0.450539	
5.28894	8.84028	8.99926	-0.35365	0.819723	-0.450539	
